60,COWES,50.76,-1.285,COWES_2016,southampton,40,2
68,CHICHESTER HARBOUR (ENTRANCE),50.78,-0.92,CHICHESTERHARBOUR_2016,southampton,40,2.5
60,WARSASH,50.842,-1.3,WARSASH_2016,southampton,40,2
60,SOUTHAMPTON,50.899,-1.42,SOUTHAMPTON_2016,southampton,40,2
60,HURST POINT,50.707,-1.5485,HURSTPOINT_2016,southampton,40,2
